source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla240.mat,X_mu0.7.mat,0.8977816104888916,7273.22998046875,0.8527188301086426,8372.5234375
source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla240.mat,X_mu0.9.mat,0.8978774547576904,7269.81884765625,0.7996466755867004,9498.751953125
source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla360.mat,X_mu0.7.mat,0.8978180885314941,7308.787109375,0.8692851066589355,7887.607421875
source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla360.mat,X_mu0.9.mat,0.8978311419487,7308.3212890625,0.8156567811965942,9111.3310546875
source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla480.mat,X_mu0.7.mat,0.8980106115341187,7313.46533203125,0.8717455267906189,7813.021484375
source_dataset_name,target_dataset_name,source_r2,source_RMSE,target_r2,target_RMSE
X_kla480.mat,X_mu0.9.mat,0.8980847597122192,7310.806640625,0.8170008659362793,9078.0546875
